Timestamp,Log_Content,drain_template,named_template,parameters
Jun 27 04:08:57,combo su(pam_unix)[8269]: session closed for user news,combo <*> session closed for user <*>,combo su(pam_unix)<pid>: session closed for user news,"{""pid"": ""8269""}"
Jun 27 08:05:37,combo sshd(pam_unix)[8660]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=troi.bluesky-technologies.com  user=root,combo <*> authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= <*> <*>,combo sshd(pam_unix)<pid>: authentication failure; logname= uid=0 euid=0 tty=NODEVssh r<user> <rhost>  <user>,"{""pid"": ""8660"", ""rhost"": ""troi.bluesky-technologies.com"", ""user"": """"}"
Jun 27 08:05:39,combo sshd(pam_unix)[8664]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=troi.bluesky-technologies.com  user=root,combo <*> authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= <*> <*>,combo sshd(pam_unix)<pid>: authentication failure; logname= uid=0 euid=0 tty=NODEVssh r<user> <rhost>  <user>,"{""pid"": ""8664"", ""rhost"": ""troi.bluesky-technologies.com"", ""user"": """"}"
Jun 27 08:05:39,combo sshd(pam_unix)[8663]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=troi.bluesky-technologies.com  user=root,combo <*> authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= <*> <*>,combo sshd(pam_unix)<pid>: authentication failure; logname= uid=0 euid=0 tty=NODEVssh r<user> <rhost>  <user>,"{""pid"": ""8663"", ""rhost"": ""troi.bluesky-technologies.com"", ""user"": """"}"
Jun 27 08:05:39,combo sshd(pam_unix)[8662]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=troi.bluesky-technologies.com  user=root,combo <*> authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= <*> <*>,combo sshd(pam_unix)<pid>: authentication failure; logname= uid=0 euid=0 tty=NODEVssh r<user> <rhost>  <user>,"{""pid"": ""8662"", ""rhost"": ""troi.bluesky-technologies.com"", ""user"": """"}"
Jun 27 08:05:39,combo sshd(pam_unix)[8661]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=troi.bluesky-technologies.com  user=root,combo <*> authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= <*> <*>,combo sshd(pam_unix)<pid>: authentication failure; logname= uid=0 euid=0 tty=NODEVssh r<user> <rhost>  <user>,"{""pid"": ""8661"", ""rhost"": ""troi.bluesky-technologies.com"", ""user"": """"}"
Jun 28 04:03:15,combo su(pam_unix)[10735]: session opened for user cyrus by (uid=0),combo <*> session opened for user <*> by <*>,combo su(pam_unix)<pid>: session opened for user cyrus by (uid=0),"{""pid"": ""10735""}"
Jun 28 04:03:16,combo su(pam_unix)[10735]: session closed for user cyrus,combo <*> session closed for user <*>,combo su(pam_unix)<pid>: session closed for user cyrus,"{""pid"": ""10735""}"
Jun 28 04:09:00,combo su(pam_unix)[11106]: session opened for user news by (uid=0),combo <*> session opened for user <*> by <*>,combo su(pam_unix)<pid>: session opened for user news by (uid=0),"{""pid"": ""11106""}"
Jun 28 04:09:01,combo su(pam_unix)[11106]: session closed for user news,combo <*> session closed for user <*>,combo su(pam_unix)<pid>: session closed for user news,"{""pid"": ""11106""}"
Jun 28 08:10:24,combo sshd(pam_unix)[11513]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=61.53.154.93  user=root,combo <*> authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= <*> <*>,combo sshd(pam_unix)<pid>: authentication failure; logname= uid=0 euid=0 tty=NODEVssh r<user> <rhost>  <user>,"{""pid"": ""11513"", ""rhost"": ""61.53.154.93"", ""user"": """", ""ip"": ""61.53.154.93""}"
Jun 28 08:10:24,combo sshd(pam_unix)[11517]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=61.53.154.93  user=root,combo <*> authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= <*> <*>,combo sshd(pam_unix)<pid>: authentication failure; logname= uid=0 euid=0 tty=NODEVssh r<user> <rhost>  <user>,"{""pid"": ""11517"", ""rhost"": ""61.53.154.93"", ""user"": """", ""ip"": ""61.53.154.93""}"
Jun 28 08:10:24,combo sshd(pam_unix)[11521]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=61.53.154.93  user=root,combo <*> authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= <*> <*>,combo sshd(pam_unix)<pid>: authentication failure; logname= uid=0 euid=0 tty=NODEVssh r<user> <rhost>  <user>,"{""pid"": ""11521"", ""rhost"": ""61.53.154.93"", ""user"": """", ""ip"": ""61.53.154.93""}"
Jun 28 08:10:24,combo sshd(pam_unix)[11510]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=61.53.154.93  user=root,combo <*> authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= <*> <*>,combo sshd(pam_unix)<pid>: authentication failure; logname= uid=0 euid=0 tty=NODEVssh r<user> <rhost>  <user>,"{""pid"": ""11510"", ""rhost"": ""61.53.154.93"", ""user"": """", ""ip"": ""61.53.154.93""}"
Jun 28 08:10:25,combo sshd(pam_unix)[11519]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=61.53.154.93  user=root,combo <*> authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= <*> <*>,combo sshd(pam_unix)<pid>: authentication failure; logname= uid=0 euid=0 tty=NODEVssh r<user> <rhost>  <user>,"{""pid"": ""11519"", ""rhost"": ""61.53.154.93"", ""user"": """", ""ip"": ""61.53.154.93""}"
Jun 28 08:10:26,combo sshd(pam_unix)[11514]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=61.53.154.93  user=root,combo <*> authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= <*> <*>,combo sshd(pam_unix)<pid>: authentication failure; logname= uid=0 euid=0 tty=NODEVssh r<user> <rhost>  <user>,"{""pid"": ""11514"", ""rhost"": ""61.53.154.93"", ""user"": """", ""ip"": ""61.53.154.93""}"
Jun 28 08:10:28,combo sshd(pam_unix)[11512]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=61.53.154.93  user=root,combo <*> authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= <*> <*>,combo sshd(pam_unix)<pid>: authentication failure; logname= uid=0 euid=0 tty=NODEVssh r<user> <rhost>  <user>,"{""pid"": ""11512"", ""rhost"": ""61.53.154.93"", ""user"": """", ""ip"": ""61.53.154.93""}"
Jun 28 08:10:29,combo sshd(pam_unix)[11509]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=61.53.154.93  user=root,combo <*> authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= <*> <*>,combo sshd(pam_unix)<pid>: authentication failure; logname= uid=0 euid=0 tty=NODEVssh r<user> <rhost>  <user>,"{""pid"": ""11509"", ""rhost"": ""61.53.154.93"", ""user"": """", ""ip"": ""61.53.154.93""}"
Jun 28 08:10:30,combo sshd(pam_unix)[11515]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=61.53.154.93  user=root,combo <*> authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= <*> <*>,combo sshd(pam_unix)<pid>: authentication failure; logname= uid=0 euid=0 tty=NODEVssh r<user> <rhost>  <user>,"{""pid"": ""11515"", ""rhost"": ""61.53.154.93"", ""user"": """", ""ip"": ""61.53.154.93""}"
Jun 28 20:58:46,combo sshd(pam_unix)[12665]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=62-192-102-94.dsl.easynet.nl  user=root,combo <*> authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= <*> <*>,combo sshd(pam_unix)<pid>: authentication failure; logname= uid=0 euid=0 tty=NODEVssh r<user> <rhost>  <user>,"{""pid"": ""12665"", ""rhost"": ""62-192-102-94.dsl.easynet.nl"", ""user"": """"}"
Jun 28 20:58:46,combo sshd(pam_unix)[12666]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=62-192-102-94.dsl.easynet.nl  user=root,combo <*> authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= <*> <*>,combo sshd(pam_unix)<pid>: authentication failure; logname= uid=0 euid=0 tty=NODEVssh r<user> <rhost>  <user>,"{""pid"": ""12666"", ""rhost"": ""62-192-102-94.dsl.easynet.nl"", ""user"": """"}"
Jun 28 20:58:47,combo sshd(pam_unix)[12669]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=62-192-102-94.dsl.easynet.nl  user=root,combo <*> authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= <*> <*>,combo sshd(pam_unix)<pid>: authentication failure; logname= uid=0 euid=0 tty=NODEVssh r<user> <rhost>  <user>,"{""pid"": ""12669"", ""rhost"": ""62-192-102-94.dsl.easynet.nl"", ""user"": """"}"
Jun 28 20:58:50,combo sshd(pam_unix)[12671]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=62-192-102-94.dsl.easynet.nl  user=root,combo <*> authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= <*> <*>,combo sshd(pam_unix)<pid>: authentication failure; logname= uid=0 euid=0 tty=NODEVssh r<user> <rhost>  <user>,"{""pid"": ""12671"", ""rhost"": ""62-192-102-94.dsl.easynet.nl"", ""user"": """"}"
Jun 28 20:58:52,combo sshd(pam_unix)[12673]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=62-192-102-94.dsl.easynet.nl  user=root,combo <*> authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= <*> <*>,combo sshd(pam_unix)<pid>: authentication failure; logname= uid=0 euid=0 tty=NODEVssh r<user> <rhost>  <user>,"{""pid"": ""12673"", ""rhost"": ""62-192-102-94.dsl.easynet.nl"", ""user"": """"}"
Jun 28 20:58:53,combo sshd(pam_unix)[12675]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=62-192-102-94.dsl.easynet.nl  user=root,combo <*> authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= <*> <*>,combo sshd(pam_unix)<pid>: authentication failure; logname= uid=0 euid=0 tty=NODEVssh r<user> <rhost>  <user>,"{""pid"": ""12675"", ""rhost"": ""62-192-102-94.dsl.easynet.nl"", ""user"": """"}"
Jun 28 20:58:53,combo sshd(pam_unix)[12677]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=62-192-102-94.dsl.easynet.nl  user=root,combo <*> authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= <*> <*>,combo sshd(pam_unix)<pid>: authentication failure; logname= uid=0 euid=0 tty=NODEVssh r<user> <rhost>  <user>,"{""pid"": ""12677"", ""rhost"": ""62-192-102-94.dsl.easynet.nl"", ""user"": """"}"
Jun 28 20:58:55,combo sshd(pam_unix)[12679]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=62-192-102-94.dsl.easynet.nl  user=root,combo <*> authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= <*> <*>,combo sshd(pam_unix)<pid>: authentication failure; logname= uid=0 euid=0 tty=NODEVssh r<user> <rhost>  <user>,"{""pid"": ""12679"", ""rhost"": ""62-192-102-94.dsl.easynet.nl"", ""user"": """"}"
Jun 28 20:58:55,combo sshd(pam_unix)[12681]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=62-192-102-94.dsl.easynet.nl  user=root,combo <*> authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= <*> <*>,combo sshd(pam_unix)<pid>: authentication failure; logname= uid=0 euid=0 tty=NODEVssh r<user> <rhost>  <user>,"{""pid"": ""12681"", ""rhost"": ""62-192-102-94.dsl.easynet.nl"", ""user"": """"}"
Jun 28 20:58:55,combo sshd(pam_unix)[12680]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=62-192-102-94.dsl.easynet.nl  user=root,combo <*> authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= <*> <*>,combo sshd(pam_unix)<pid>: authentication failure; logname= uid=0 euid=0 tty=NODEVssh r<user> <rhost>  <user>,"{""pid"": ""12680"", ""rhost"": ""62-192-102-94.dsl.easynet.nl"", ""user"": """"}"
Jun 28 21:42:46,combo sshd(pam_unix)[12756]: check pass; user unknown,combo <*> check pass; user unknown,combo <pid> check pass; user unknown,"{""pid"": ""12756""}"
Jun 28 21:42:46,combo sshd(pam_unix)[12753]: check pass; user unknown,combo <*> check pass; user unknown,combo <pid> check pass; user unknown,"{""pid"": ""12753""}"
Jun 28 21:42:46,combo sshd(pam_unix)[12752]: check pass; user unknown,combo <*> check pass; user unknown,combo <pid> check pass; user unknown,"{""pid"": ""12752""}"
Jun 28 21:42:46,combo sshd(pam_unix)[12755]: check pass; user unknown,combo <*> check pass; user unknown,combo <pid> check pass; user unknown,"{""pid"": ""12755""}"
Jun 28 21:42:46,combo sshd(pam_unix)[12754]: check pass; user unknown,combo <*> check pass; user unknown,combo <pid> check pass; user unknown,"{""pid"": ""12754""}"
Jun 29 03:22:22,combo ftpd[13262]: connection from 61.74.96.178 () at Wed Jun 29 03:22:22 2005,combo <*> connection from <*> <*> at <*> Jun <*> <*> 2005,combo ftpd<pid>: connection from <ip> () at Wed Jun 29 03:22:22 2005,"{""pid"": ""13262"", ""ip"": ""61.74.96.178""}"
Jun 29 03:22:22,combo ftpd[13257]: connection from 61.74.96.178 () at Wed Jun 29 03:22:22 2005,combo <*> connection from <*> <*> at <*> Jun <*> <*> 2005,combo ftpd<pid>: connection from <ip> () at Wed Jun 29 03:22:22 2005,"{""pid"": ""13257"", ""ip"": ""61.74.96.178""}"
Jun 29 03:22:22,combo ftpd[13261]: connection from 61.74.96.178 () at Wed Jun 29 03:22:22 2005,combo <*> connection from <*> <*> at <*> Jun <*> <*> 2005,combo ftpd<pid>: connection from <ip> () at Wed Jun 29 03:22:22 2005,"{""pid"": ""13261"", ""ip"": ""61.74.96.178""}"
Jun 29 03:22:22,combo ftpd[13250]: connection from 61.74.96.178 () at Wed Jun 29 03:22:22 2005,combo <*> connection from <*> <*> at <*> Jun <*> <*> 2005,combo ftpd<pid>: connection from <ip> () at Wed Jun 29 03:22:22 2005,"{""pid"": ""13250"", ""ip"": ""61.74.96.178""}"
Jun 29 03:22:22,combo ftpd[13252]: connection from 61.74.96.178 () at Wed Jun 29 03:22:22 2005,combo <*> connection from <*> <*> at <*> Jun <*> <*> 2005,combo ftpd<pid>: connection from <ip> () at Wed Jun 29 03:22:22 2005,"{""pid"": ""13252"", ""ip"": ""61.74.96.178""}"
Jun 29 03:22:22,combo ftpd[13260]: connection from 61.74.96.178 () at Wed Jun 29 03:22:22 2005,combo <*> connection from <*> <*> at <*> Jun <*> <*> 2005,combo ftpd<pid>: connection from <ip> () at Wed Jun 29 03:22:22 2005,"{""pid"": ""13260"", ""ip"": ""61.74.96.178""}"
Jun 29 03:22:22,combo ftpd[13259]: connection from 61.74.96.178 () at Wed Jun 29 03:22:22 2005,combo <*> connection from <*> <*> at <*> Jun <*> <*> 2005,combo ftpd<pid>: connection from <ip> () at Wed Jun 29 03:22:22 2005,"{""pid"": ""13259"", ""ip"": ""61.74.96.178""}"
Jun 29 03:22:22,combo ftpd[13256]: connection from 61.74.96.178 () at Wed Jun 29 03:22:22 2005,combo <*> connection from <*> <*> at <*> Jun <*> <*> 2005,combo ftpd<pid>: connection from <ip> () at Wed Jun 29 03:22:22 2005,"{""pid"": ""13256"", ""ip"": ""61.74.96.178""}"
Jun 29 03:22:22,combo ftpd[13258]: connection from 61.74.96.178 () at Wed Jun 29 03:22:22 2005,combo <*> connection from <*> <*> at <*> Jun <*> <*> 2005,combo ftpd<pid>: connection from <ip> () at Wed Jun 29 03:22:22 2005,"{""pid"": ""13258"", ""ip"": ""61.74.96.178""}"
Jun 29 03:22:22,combo ftpd[13255]: connection from 61.74.96.178 () at Wed Jun 29 03:22:22 2005,combo <*> connection from <*> <*> at <*> Jun <*> <*> 2005,combo ftpd<pid>: connection from <ip> () at Wed Jun 29 03:22:22 2005,"{""pid"": ""13255"", ""ip"": ""61.74.96.178""}"
Jun 29 03:22:22,combo ftpd[13254]: connection from 61.74.96.178 () at Wed Jun 29 03:22:22 2005,combo <*> connection from <*> <*> at <*> Jun <*> <*> 2005,combo ftpd<pid>: connection from <ip> () at Wed Jun 29 03:22:22 2005,"{""pid"": ""13254"", ""ip"": ""61.74.96.178""}"
Jun 29 03:22:22,combo ftpd[13264]: connection from 61.74.96.178 () at Wed Jun 29 03:22:22 2005,combo <*> connection from <*> <*> at <*> Jun <*> <*> 2005,combo ftpd<pid>: connection from <ip> () at Wed Jun 29 03:22:22 2005,"{""pid"": ""13264"", ""ip"": ""61.74.96.178""}"
Jun 29 03:22:22,combo ftpd[13251]: connection from 61.74.96.178 () at Wed Jun 29 03:22:22 2005,combo <*> connection from <*> <*> at <*> Jun <*> <*> 2005,combo ftpd<pid>: connection from <ip> () at Wed Jun 29 03:22:22 2005,"{""pid"": ""13251"", ""ip"": ""61.74.96.178""}"
Jun 29 03:22:22,combo ftpd[13263]: connection from 61.74.96.178 () at Wed Jun 29 03:22:22 2005,combo <*> connection from <*> <*> at <*> Jun <*> <*> 2005,combo ftpd<pid>: connection from <ip> () at Wed Jun 29 03:22:22 2005,"{""pid"": ""13263"", ""ip"": ""61.74.96.178""}"
Jun 29 03:22:22,combo ftpd[13245]: connection from 61.74.96.178 () at Wed Jun 29 03:22:22 2005,combo <*> connection from <*> <*> at <*> Jun <*> <*> 2005,combo ftpd<pid>: connection from <ip> () at Wed Jun 29 03:22:22 2005,"{""pid"": ""13245"", ""ip"": ""61.74.96.178""}"
Jun 29 03:22:22,combo ftpd[13246]: connection from 61.74.96.178 () at Wed Jun 29 03:22:22 2005,combo <*> connection from <*> <*> at <*> Jun <*> <*> 2005,combo ftpd<pid>: connection from <ip> () at Wed Jun 29 03:22:22 2005,"{""pid"": ""13246"", ""ip"": ""61.74.96.178""}"
Jun 29 03:22:22,combo ftpd[13244]: connection from 61.74.96.178 () at Wed Jun 29 03:22:22 2005,combo <*> connection from <*> <*> at <*> Jun <*> <*> 2005,combo ftpd<pid>: connection from <ip> () at Wed Jun 29 03:22:22 2005,"{""pid"": ""13244"", ""ip"": ""61.74.96.178""}"
Jun 29 03:22:22,combo ftpd[13243]: connection from 61.74.96.178 () at Wed Jun 29 03:22:22 2005,combo <*> connection from <*> <*> at <*> Jun <*> <*> 2005,combo ftpd<pid>: connection from <ip> () at Wed Jun 29 03:22:22 2005,"{""pid"": ""13243"", ""ip"": ""61.74.96.178""}"
Jun 29 03:22:22,combo ftpd[13249]: connection from 61.74.96.178 () at Wed Jun 29 03:22:22 2005,combo <*> connection from <*> <*> at <*> Jun <*> <*> 2005,combo ftpd<pid>: connection from <ip> () at Wed Jun 29 03:22:22 2005,"{""pid"": ""13249"", ""ip"": ""61.74.96.178""}"
Jun 29 03:22:22,combo ftpd[13253]: connection from 61.74.96.178 () at Wed Jun 29 03:22:22 2005,combo <*> connection from <*> <*> at <*> Jun <*> <*> 2005,combo ftpd<pid>: connection from <ip> () at Wed Jun 29 03:22:22 2005,"{""pid"": ""13253"", ""ip"": ""61.74.96.178""}"
Jun 29 03:22:22,combo ftpd[13247]: connection from 61.74.96.178 () at Wed Jun 29 03:22:22 2005,combo <*> connection from <*> <*> at <*> Jun <*> <*> 2005,combo ftpd<pid>: connection from <ip> () at Wed Jun 29 03:22:22 2005,"{""pid"": ""13247"", ""ip"": ""61.74.96.178""}"
Jun 29 03:22:22,combo ftpd[13248]: connection from 61.74.96.178 () at Wed Jun 29 03:22:22 2005,combo <*> connection from <*> <*> at <*> Jun <*> <*> 2005,combo ftpd<pid>: connection from <ip> () at Wed Jun 29 03:22:22 2005,"{""pid"": ""13248"", ""ip"": ""61.74.96.178""}"
Jun 29 03:22:23,combo ftpd[13265]: connection from 61.74.96.178 () at Wed Jun 29 03:22:23 2005,combo <*> connection from <*> <*> at <*> Jun <*> <*> 2005,combo ftpd<pid>: connection from <ip> () at Wed Jun 29 03:22:23 2005,"{""pid"": ""13265"", ""ip"": ""61.74.96.178""}"
Jun 29 04:03:10,combo su(pam_unix)[13665]: session opened for user cyrus by (uid=0),combo <*> session opened for user <*> by <*>,combo su(pam_unix)<pid>: session opened for user cyrus by (uid=0),"{""pid"": ""13665""}"
Jun 29 04:03:11,combo su(pam_unix)[13665]: session closed for user cyrus,combo <*> session closed for user <*>,combo su(pam_unix)<pid>: session closed for user cyrus,"{""pid"": ""13665""}"
Jun 29 04:09:29,combo su(pam_unix)[14891]: session opened for user news by (uid=0),combo <*> session opened for user <*> by <*>,combo su(pam_unix)<pid>: session opened for user news by (uid=0),"{""pid"": ""14891""}"
Jun 29 04:09:30,combo su(pam_unix)[14891]: session closed for user news,combo <*> session closed for user <*>,combo su(pam_unix)<pid>: session closed for user news,"{""pid"": ""14891""}"
Jun 29 10:08:19,combo sshd(pam_unix)[15481]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=csnsu.nsuok.edu  user=root,combo <*> authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= <*> <*>,combo sshd(pam_unix)<pid>: authentication failure; logname= uid=0 euid=0 tty=NODEVssh r<user> <rhost>  <user>,"{""pid"": ""15481"", ""rhost"": ""csnsu.nsuok.edu"", ""user"": """"}"
Jun 29 10:08:19,combo sshd(pam_unix)[15477]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=csnsu.nsuok.edu  user=root,combo <*> authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= <*> <*>,combo sshd(pam_unix)<pid>: authentication failure; logname= uid=0 euid=0 tty=NODEVssh r<user> <rhost>  <user>,"{""pid"": ""15477"", ""rhost"": ""csnsu.nsuok.edu"", ""user"": """"}"
Jun 29 10:08:19,combo sshd(pam_unix)[15479]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=csnsu.nsuok.edu  user=root,combo <*> authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= <*> <*>,combo sshd(pam_unix)<pid>: authentication failure; logname= uid=0 euid=0 tty=NODEVssh r<user> <rhost>  <user>,"{""pid"": ""15479"", ""rhost"": ""csnsu.nsuok.edu"", ""user"": """"}"
Jun 29 10:08:19,combo sshd(pam_unix)[15478]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=csnsu.nsuok.edu  user=root,combo <*> authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= <*> <*>,combo sshd(pam_unix)<pid>: authentication failure; logname= uid=0 euid=0 tty=NODEVssh r<user> <rhost>  <user>,"{""pid"": ""15478"", ""rhost"": ""csnsu.nsuok.edu"", ""user"": """"}"
Jun 29 10:08:19,combo sshd(pam_unix)[15480]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=csnsu.nsuok.edu  user=root,combo <*> authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= <*> <*>,combo sshd(pam_unix)<pid>: authentication failure; logname= uid=0 euid=0 tty=NODEVssh r<user> <rhost>  <user>,"{""pid"": ""15480"", ""rhost"": ""csnsu.nsuok.edu"", ""user"": """"}"
Jun 29 10:08:19,combo sshd(pam_unix)[15476]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=csnsu.nsuok.edu  user=root,combo <*> authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= <*> <*>,combo sshd(pam_unix)<pid>: authentication failure; logname= uid=0 euid=0 tty=NODEVssh r<user> <rhost>  <user>,"{""pid"": ""15476"", ""rhost"": ""csnsu.nsuok.edu"", ""user"": """"}"
Jun 29 10:08:19,combo sshd(pam_unix)[15488]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=csnsu.nsuok.edu  user=root,combo <*> authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= <*> <*>,combo sshd(pam_unix)<pid>: authentication failure; logname= uid=0 euid=0 tty=NODEVssh r<user> <rhost>  <user>,"{""pid"": ""15488"", ""rhost"": ""csnsu.nsuok.edu"", ""user"": """"}"
Jun 29 10:08:20,combo sshd(pam_unix)[15490]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=csnsu.nsuok.edu  user=root,combo <*> authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= <*> <*>,combo sshd(pam_unix)<pid>: authentication failure; logname= uid=0 euid=0 tty=NODEVssh r<user> <rhost>  <user>,"{""pid"": ""15490"", ""rhost"": ""csnsu.nsuok.edu"", ""user"": """"}"
Jun 29 10:08:20,combo sshd(pam_unix)[15491]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=csnsu.nsuok.edu  user=root,combo <*> authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= <*> <*>,combo sshd(pam_unix)<pid>: authentication failure; logname= uid=0 euid=0 tty=NODEVssh r<user> <rhost>  <user>,"{""pid"": ""15491"", ""rhost"": ""csnsu.nsuok.edu"", ""user"": """"}"
Jun 29 10:08:20,combo sshd(pam_unix)[15492]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=csnsu.nsuok.edu  user=root,combo <*> authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= <*> <*>,combo sshd(pam_unix)<pid>: authentication failure; logname= uid=0 euid=0 tty=NODEVssh r<user> <rhost>  <user>,"{""pid"": ""15492"", ""rhost"": ""csnsu.nsuok.edu"", ""user"": """"}"
Jun 29 10:48:01,combo ftpd[15547]: connection from 208.62.55.75 () at Wed Jun 29 10:48:01 2005,combo <*> connection from <*> <*> at <*> Jun <*> <*> 2005,combo ftpd<pid>: connection from <ip> () at Wed Jun 29 10:48:01 2005,"{""pid"": ""15547"", ""ip"": ""208.62.55.75""}"
Jun 29 10:48:01,combo ftpd[15543]: connection from 208.62.55.75 () at Wed Jun 29 10:48:01 2005,combo <*> connection from <*> <*> at <*> Jun <*> <*> 2005,combo ftpd<pid>: connection from <ip> () at Wed Jun 29 10:48:01 2005,"{""pid"": ""15543"", ""ip"": ""208.62.55.75""}"
Jun 29 10:48:01,combo ftpd[15546]: connection from 208.62.55.75 () at Wed Jun 29 10:48:01 2005,combo <*> connection from <*> <*> at <*> Jun <*> <*> 2005,combo ftpd<pid>: connection from <ip> () at Wed Jun 29 10:48:01 2005,"{""pid"": ""15546"", ""ip"": ""208.62.55.75""}"
Jun 29 10:48:01,combo ftpd[15542]: connection from 208.62.55.75 () at Wed Jun 29 10:48:01 2005,combo <*> connection from <*> <*> at <*> Jun <*> <*> 2005,combo ftpd<pid>: connection from <ip> () at Wed Jun 29 10:48:01 2005,"{""pid"": ""15542"", ""ip"": ""208.62.55.75""}"
Jun 29 10:48:01,combo ftpd[15544]: connection from 208.62.55.75 () at Wed Jun 29 10:48:01 2005,combo <*> connection from <*> <*> at <*> Jun <*> <*> 2005,combo ftpd<pid>: connection from <ip> () at Wed Jun 29 10:48:01 2005,"{""pid"": ""15544"", ""ip"": ""208.62.55.75""}"
Jun 29 10:48:01,combo ftpd[15545]: connection from 208.62.55.75 () at Wed Jun 29 10:48:01 2005,combo <*> connection from <*> <*> at <*> Jun <*> <*> 2005,combo ftpd<pid>: connection from <ip> () at Wed Jun 29 10:48:01 2005,"{""pid"": ""15545"", ""ip"": ""208.62.55.75""}"
